Id,price,name,neighborhood_overview,host_id,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,amenities,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable
RUPWG,279.0,Bungalow in Palo Alto · ★4.81 · 1 bedroom · 2 beds · 1 bath,"**Please note my home is located on the Westside of Palo Alto, I am on the border of Menlo park and Palo alto (Hence cross street is named Menalto)**",52835,2009-11-10,"Palo Alto, CA","I consider myself an independent, low key professional woman.  I enjoy working out at the end of my long days and coming home to a nice, clean, relaxing environment.
Love to travel all over the world, enjoy doing yoga daily and punching a punching bag a couple days a week or take a dance class to get some cardio done! lol.  Whatever it takes for me to be active and leave my home office is WINNING.  ",within a day,100%,0%,f,1.0,"['email', 'phone', 'work_email']",t,t,Unincorporated Areas,37.45318,-122.16341,Entire bungalow,Entire home/apt,3,1 bath,,2.0,[],2,1125,2,2,1125,1125,2.0,1125.0,t,29,59,89,89,26,0,0,2016-07-02,2022-05-22,4.81,4.65,4.96,4.96,4.92,4.54,4.73,f
0NFHQ,421.0,Home in Daly City · ★New · 5 bedrooms · 5 beds · 4 baths,,44539810,2015-09-18,"San Francisco, CA","We are a couple who love to travel as well as creating spaces for travelers around the world! As hosts, we wanted to set our standards high and provide great Airbnb experience for our guests.",within an hour,100%,100%,t,5.0,"['email', 'phone']",t,t,Daly City,37.65150234715544,-122.46145013630976,Entire home,Entire home/apt,12,4 baths,,5.0,[],1,365,1,1,365,365,1.0,365.0,t,17,47,77,163,0,0,0,,,,,,,,,,t
QIII5,65.0,Rental unit in Santa Clara · ★5.0 · 1 bedroom · 1 bed · 1 private bath,"Beautiful, safe complex with 3 swimming pools with hot tubs, fully-equipped clean gym that opens 24 hours per day, and large park green areas that are excellent for getting works done and relaxing.",11632989,2014-01-25,"Santa Clara, CA",,within a few hours,100%,82%,f,1.0,"['email', 'phone', 'work_email']",t,t,Santa Clara,37.3818701,-121.9732851,Private room in rental unit,Private room,4,1 private bath,,1.0,[],1,365,1,1,365,365,1.0,365.0,t,0,13,40,40,8,4,0,2022-10-31,2023-11-22,5.0,5.0,4.88,4.75,5.0,5.0,5.0,f
APUIZ,66.0,Home in Mountain View · ★4.93 · Studio · 1 bed · 3.5 shared baths,,14166472,2014-04-11,"Mountain View, CA",,within an hour,100%,99%,t,12.0,"['email', 'phone']",t,t,Mountain View,37.3941,-122.08798,Private room in home,Private room,2,3.5 shared baths,,1.0,[],2,365,2,2,1125,1125,2.0,1125.0,t,5,35,65,155,55,9,0,2018-06-01,2023-11-22,4.93,4.95,4.93,4.98,4.95,4.91,4.85,f
VVANI,139.0,Home in San Jose · ★5.0 · 1 bedroom · 1 bed · 1 bath,"We're located in South San Jose.  Our home is conveniently across from Martial Cottle Park for morning runs or group gardening. Only 2-5 mins to Starbucks, Grocery Stores, Restaurants (Japanese, Chinese, Pizza..) and 7- 10 mins away from Oakridge Mall and Bart.",32401334,2015-05-02,"California, United States",Simply trying to practice warm & genuine hospitality.,within an hour,100%,100%,t,3.0,"['email', 'phone', 'work_email']",t,t,San Jose,37.25933,-121.83642,Entire home,Entire home/apt,2,1 bath,,1.0,[],7,90,7,7,90,90,7.0,90.0,t,29,59,89,211,24,8,0,2022-06-18,2023-10-08,5.0,5.0,4.92,5.0,5.0,4.96,4.92,f
JH1RL,83.0,Rental unit in San Francisco · ★4.43 · 1 bedroom · 1 bed · 1 bath,,139875070,2017-07-11,,,within an hour,100%,93%,f,2.0,"['email', 'phone']",t,f,Inner Richmond,37.78111,-122.46936,Entire rental unit,Entire home/apt,2,1 bath,,1.0,"[""Hair dryer"", ""TV"", ""Smoke alarm"", ""Free street parking"", ""Private entrance"", ""Dryer"", ""Washer"", ""Carbon monoxide alarm"", ""Iron"", ""Hangers"", ""Wifi"", ""Keypad"", ""Heating"", ""Kitchen"", ""Hot water"", ""Dedicated workspace"", ""Paid parking on premises"", ""Refrigerator"", ""Essentials"", ""Self check-in"", ""Shampoo"", ""Microwave""]",30,360,30,30,1125,1125,30.0,1125.0,t,30,60,90,365,7,4,0,2021-05-02,2023-09-02,4.43,4.71,3.43,4.57,4.43,4.86,4.57,t
8JY4V,48.0,Home in San Francisco · 1 bedroom · 1 bed · 1 private bath,,420182099,2021-08-25,"San Francisco, CA",I consider myself nice happy go lucky & love everyone Cheers ,within an hour,100%,100%,t,11.0,"['email', 'phone']",t,t,Western Addition,37.779995342999406,-122.43867810200598,Private room in home,Private room,1,1 private bath,,1.0,"[""Portable heater"", ""Dining table"", ""Hot water kettle"", ""Hair dryer"", ""Smoke alarm"", ""Outdoor dining area"", ""Toaster"", ""Clothing storage: closet"", ""Wine glasses"", ""Cooking basics"", ""Iron"", ""Hangers"", ""Wifi"", ""Freezer"", ""BBQ grill"", ""Kitchen"", ""Hot water"", ""First aid kit"", ""Conditioner"", ""Cleaning products"", ""Lock on bedroom door"", ""Refrigerator"", ""Body soap"", ""Essentials"", ""Outdoor furniture"", ""Backyard"", ""Shampoo"", ""Dishes and silverware"", ""Frigidaire gas stove"", ""Long term stays allowed"", ""Frigidaire stainless steel single oven"", ""Bed linens"", ""Microwave""]",30,365,30,30,1125,1125,30.0,1125.0,t,30,60,90,364,1,1,0,2023-08-19,2023-08-19,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t
OJISY,142.0,Rental unit in Oakland · ★4.67 · 2 bedrooms · 2 beds · 1 bath,"South Berkeley is an up and coming neighborhood that is known for its hip and vibrant style. Dotted along the streets are vintage clothing stores, cool restaurants, and coffee shops. The Berkeley Bowl is a popular spot in town. It is a grand organic supermarket that has an expansive produce section. Since it is within close proximity of the University of California, Berkeley, it is a popular neighborhood to live for students that want an easy commute to their classes. It is not only popular to students however, the town is welcoming to all young adults, families, and elders. For this reason, there is a diverse demographic living in South Berkeley.<br /><br />For restaurants and bars, the residents of South Berkeley recommend the quick trip into Downtown. That is where most of the highly rated eateries reside, and it is never a hassle to get there. Recommended restaurants include Musashi, La Note, Sliver Pizzeria, Angeline's Louisiana Kitchen, Gather, Ippuku, and Bonchon. Bars include T",216650,2010-08-29,"Oakland, CA", I am an easy going host/guest who does everything to make you feel at home and when I'm traveling I leave with it in better condition that when I arrive. I'm a quiet person who respects you and others around.,within a day,90%,75%,f,4.0,"['email', 'phone']",t,t,Bushrod,37.85220718383789,-122.26046752929688,Entire rental unit,Entire home/apt,3,1 bath,,2.0,[],4,1125,4,4,1125,1125,4.0,1125.0,t,18,48,78,349,24,4,1,2022-06-10,2023-12-01,4.67,4.83,4.88,5.0,4.96,4.54,4.63,f
CZAQO,200.0,Rental unit in Palo Alto · ★New · 1 bedroom · 1 bed · 1 bath,"This furnished apartment is located in the city of Palo Alto. It is notoriously known as the home of Stanford University. There is a lively downtown area that attracts the city’s college students as well as singles and families. Some of Palo Alto’s attractions include the Palo Alto Art Center, Byxbee Park, where birdwatching, cycling and walking are common activities. There is a mix of restaurants, cafes and gourmet specialty foods as well.",107434423,2016-12-16,"New York, NY","We’re Blueground, a global proptech company with several thousand move-in-ready apartments in a growing number of major cities around the world. With flexible terms and homes in vibrant, centrally based neighborhoods, you’ll feel at home and free to roam for as long as you want — a month, a year, or longer. 

Each apartment is thoughtfully designed with exclusive furnishings, fully equipped kitchens, and incredible amenities – making every day a five-star experience. From day one, you’ll enjoy high-speed Wi-Fi, premium linens, and smart home entertainment. Plus, access to pools, gyms, and outdoor spaces in select buildings.

Why stress over your apartment? We provide a hassle-free alternative — a consistent, quality guest experience that starts even before you arrive. Because we let you book our most up-to-date apartment listings online, confirm with a click, pay securely, and check in easily. 

Even better? You can enhance your stay with car rentals, grocery delivery, laundry services, and more through our special partnerships. 

During your stay
Upon arrival, you’ll either be greeted personally by a Blueground team member or given self-check-in instructions. The entire apartment is yours! You’ll enjoy reliable support via email, phone, and our Guest App, where you can request everything from a home cleaning to extra towels. 

We’ll share all details upon confirmation of your stay.",within an hour,100%,97%,f,4868.0,"['email', 'phone', 'work_email']",t,t,Palo Alto,37.4459902,-122.1532058,Entire rental unit,Entire home/apt,2,1 bath,,1.0,[],31,1125,31,365,1125,1125,354.1,1125.0,t,0,0,4,279,0,0,0,,,,,,,,,,f
T9AEL,55.0,Home in San Jose · ★New · 1 bedroom · 1 bed · 1 shared bath,"Within about 7 minutes by car, you’ll be in downtown San Jose or at the doorstep of several popular companies (IBM, eBay, Meta, Adobe and more . <br /><br />We are so closed to Vietnamese Town where you can shop for supermarkets, asian ingredients,  and Vietnamese restaurant such as Pho 21, Nam Giao Restaurant, Hue Restaurant etc.",152820568,2017-10-01,"Hanoi, Vietnam","I work in finance, and my wife is a fashion designer. Our shared passions include outdoor activities, cooking, embarking on adventures, and playing music together.",within a day,50%,100%,f,2.0,"['email', 'phone']",t,t,San Jose,37.2874636,-121.82083,Private room in home,Private room,1,1 shared bath,,1.0,[],1,365,1,1,365,365,1.0,365.0,t,17,47,77,257,0,0,0,,,,,,,,,,f
CUOPR,237.0,Rental unit in San Mateo · 2 bedrooms · 2 beds · 2 baths,"This furnished apartment is located in San Mateo, between San Francisco and San Jose. Stretching out across the San Francisco Bay coastline, the area offers a variety of outdoor activities for residents to enjoy, including parks and fitness centers. Don’t miss an evening stroll at San Mateo Park, a botanical garden that was planted under the supervision of famed landscape architect John McLaren. Notably, he is also the designer of San Francisco’s Golden Gate Park. Offering luxurious facilities ideal for family activities is The Peninsula Golf and Country Club. Public transportation is readily available, making it easy to access dozens of popular neighborhoods San Mateo offers, including; Baywood-Aragon, Beresford, and Sugarloaf.",107434423,2016-12-16,"New York, NY","We’re Blueground, a global proptech company with several thousand move-in-ready apartments in a growing number of major cities around the world. With flexible terms and homes in vibrant, centrally based neighborhoods, you’ll feel at home and free to roam for as long as you want — a month, a year, or longer. 

Each apartment is thoughtfully designed with exclusive furnishings, fully equipped kitchens, and incredible amenities – making every day a five-star experience. From day one, you’ll enjoy high-speed Wi-Fi, premium linens, and smart home entertainment. Plus, access to pools, gyms, and outdoor spaces in select buildings.

Why stress over your apartment? We provide a hassle-free alternative — a consistent, quality guest experience that starts even before you arrive. Because we let you book our most up-to-date apartment listings online, confirm with a click, pay securely, and check in easily. 

Even better? You can enhance your stay with car rentals, grocery delivery, laundry services, and more through our special partnerships. 

During your stay
Upon arrival, you’ll either be greeted personally by a Blueground team member or given self-check-in instructions. The entire apartment is yours! You’ll enjoy reliable support via email, phone, and our Guest App, where you can request everything from a home cleaning to extra towels. 

We’ll share all details upon confirmation of your stay.",within an hour,100%,97%,f,4850.0,"['email', 'phone', 'work_email']",t,t,San Mateo,37.5677454,-122.3185907,Entire rental unit,Entire home/apt,4,2 baths,,2.0,[],31,1125,31,366,1125,1125,353.8,1125.0,t,0,3,33,308,0,0,0,,,,,,,,,,f
CONLV,70.0,Townhouse in Aptos · 1 bedroom · 1 bed · 1 private bath,,6495152,2013-05-21,"Sunnyvale, CA",,,,100%,f,1.0,"['email', 'phone', 'work_email']",t,t,Unincorporated Areas,36.98942,-121.93386,Private room in townhouse,Private room,1,1 private bath,,1.0,[],30,180,30,30,180,180,30.0,180.0,t,29,59,89,364,1,1,0,2023-10-18,2023-10-18,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f
TKC1A,79.0,Rental unit in San Francisco · Studio · 1 bed · 1 bath,"The Mission is a great neighborhood for restaurants and experiencing the local culture.  However, homelessness is very prevalent in the area.",4430421,2012-12-17,,We are a small company in San Francisco that owns a portfolio of buildings and specializes in short-term furnished rentals.  We offer a great alternative to a hotel stay at the fraction of the cost.  Our apartments are in iconic SF neighborhoods that will allow you to get a real SF experience.,within a few hours,88%,93%,f,155.0,"['email', 'phone']",t,t,Mission,37.76582,-122.41842,Entire rental unit,Entire home/apt,2,1 bath,,1.0,"[""Essentials"", ""Heating"", ""Microwave"", ""Coffee maker"", ""Kitchen"", ""Dryer"", ""Washer"", ""TV"", ""Carbon monoxide alarm"", ""Iron"", ""Hangers"", ""Wifi"", ""Refrigerator""]",30,150,30,30,1125,1125,30.0,1125.0,t,30,60,90,179,0,0,0,,,,,,,,,,f
XGWNF,230.0,Home in San Francisco · ★4.93 · 2 bedrooms · 2 beds · 2 baths,"Located in the sunny Portola District, you can drive to:<br />- Golden Gate Bridge in 25 minutes<br />- Fisherman’s Wharf in 15 minutes<br />- Union Square in 15 minutes<br />- Golden Gate Park in 20 minutes<br />- SF Airport in 15 minutes<br /> <br />Walking distance to: <br />- Grocery, banking, and dining, in 10 minutes<br />- McLaren Park and neighborhood recreation center in 5 minutes<br />- Public transportation in 5-15 minutes<br /><br /><br />Location is easy for hailing an Uber or Lyft.<br /><br />Free non-metered, all day street parking is available on the side streets, but please take note of scheduled street cleanings and only park on curbsides that do not block any other home garage driveways.",330745922,2020-01-26,"San Francisco, CA",I have been an apartment rental manager for over twenty years. I am friendly and easy going.  I will enjoy serving you as an Airbnb host.,within an hour,100%,92%,t,5.0,"['email', 'phone']",t,t,Excelsior,37.72674,-122.41468,Entire home,Entire home/apt,4,2 baths,,2.0,"[""Paid dryer \u2013 In building"", ""Shared backyard \u2013 Fully fenced"", ""Dining table"", ""Coffee"", ""Hot water kettle"", ""Paid washer \u2013 In building"", ""Hair dryer"", ""Dishwasher"", ""Smoke alarm"", ""Microwave"", ""55\"" HDTV with Amazon Prime Video, Netflix"", ""Toaster"", ""Luggage dropoff allowed"", ""Coffee maker: Keurig coffee machine"", ""Free street parking"", ""Toaster oven stainless steel oven"", ""Fire extinguisher"", ""Private entrance"", ""Room-darkening shades"", ""Clothing storage: closet"", ""Radiant heating"", ""Smoking allowed"", ""Carbon monoxide alarm"", ""Iron"", ""Single level home"", ""Extra pillows and blankets"", ""Hangers"", ""Mini fridge"", ""Wifi"", ""Freezer"", ""Kitchen"", ""Hot water"", ""Dedicated workspace"", ""Cleaning products"", ""Body soap"", ""Refrigerator"", ""Essentials"", ""Self check-in"", ""Smart lock"", ""Shampoo"", ""Dishes and silverware"", ""Long term stays allowed"", ""Bed linens"", ""Pack \u2019n play/Travel crib - available upon request""]",2,365,2,2,1125,1125,2.0,1125.0,t,30,60,90,179,43,18,0,2022-04-26,2023-10-18,4.93,4.88,4.95,5.0,5.0,4.7,4.67,t
V5SJN,45.0,Rental unit in South San Francisco · ★4.64 · 1 bedroom · 1 bed · 1 bath,,499104087,2023-02-01,,,within an hour,91%,99%,f,29.0,"['email', 'phone']",t,t,South San Francisco,37.65519,-122.41135,Private room in rental unit,Private room,2,1 bath,,1.0,[],1,365,1,1,25,365,1.0,238.4,t,27,57,87,128,14,14,0,2023-02-12,2023-09-03,4.64,4.71,4.71,4.86,4.93,4.64,4.43,t
SEWYW,100.0,Home in San Francisco · ★4.98 · 1 bedroom · 1 bed · 1 private bath,There is grocery store Walk 2 blocks from home this is the same as to bus stop.,230265204,2018-12-11,"San Francisco, CA","I am people person and live in San Francisco for over 20 years. I enjoy reading books and traveling and of course good conversation.   I enjoy neighborhood hiking likes John McLaren park /trails, walk down to get fresh food in walking distance, and local restaurants . I am sure you choose the right place to stay in San Francisco which it is an amazing city.  You will love it!!  I will make sure you will have a good stay in my place and enjoy here",within an hour,100%,100%,t,4.0,"['email', 'phone']",t,t,Excelsior,37.72696,-122.41991,Private room in home,Private room,1,1 private bath,,1.0,"[""Security cameras on property"", ""Hair dryer"", ""TV"", ""Dishwasher"", ""Smoke alarm"", ""Free parking on premises"", ""Dryer"", ""Washer"", ""Carbon monoxide alarm"", ""Iron"", ""Extra pillows and blankets"", ""Hangers"", ""Wifi"", ""Heating"", ""Kitchen"", ""Hot water"", ""First aid kit"", ""Shower gel"", ""Lock on bedroom door"", ""Body soap"", ""Essentials"", ""Shampoo"", ""Dishes and silverware"", ""Host greets you""]",1,32,1,1,1125,1125,1.0,1125.0,t,0,20,49,49,50,9,0,2019-11-22,2023-08-15,4.98,5.0,5.0,4.98,5.0,4.8,4.96,t
